Place_name,Latitude,Longitude,Address,Borough,Neighborhood,Category_name
Advanced Cosmetic Surgery,40.674387,-73.73193,"13333 Brookville Blvd, Rosedale, NY 11422",Rosedale,Laurelton,Doctor's Office
AdvantageCare Physicians,40.598716,-73.763677,"2915 Far Rockaway Blvd, Far Rockaway, NY 11691",Far Rockaway,Bayswater,Doctor's Office
Sunshine Pharmacy,40.585784,-73.952325,"1622 Voorhies Ave, Brooklyn, NY 11235",Brooklyn,Little Odessa,Doctor's Office
"Iwamasa, Julia - Advantagecare Physicians Upper East Side Medical Office",40.78443,-73.948748,"215 E 95th St (Between 3rd and 2nd Ave.), New York, NY 10128",New York,Carnegie Hill,Doctor's Office
St Mary's Hospital For Children,40.776631,-73.768636,"2901 216th St (Turner Construction Site), Bayside, NY 11360",Bayside,Bayside,Doctor's Office
Ebin Leonard N,40.783522,-73.732562,"98 Cuttermill Rd, Great Neck, NY 11021",Great Neck,Little Neck,Doctor's Office
Ocean Promenade Rehab & Nursing,40.578908,-73.833178,"140 Beach 113th St, Rockaway Park, NY 11694",Rockaway Park,Boardwalk,Doctor's Office
Mirkin Vision Care,40.580615,-73.837939,"253 Beach 116th St, Rockaway Park, NY 11694",Rockaway Park,Boardwalk,Doctor's Office
Northwell Health Center for Advanced Medicine,40.756438,-73.699723,"450 Lakeville Rd, New Hyde Park, NY 11042",New Hyde Park,Glen Oaks,Doctor's Office
Wachtel Nina,40.725698,-73.845092,"10828 68th Dr, Forest Hills, NY 11375",Forest Hills,Forest Hills,Doctor's Office
"Bergeron, Richard - Medical Offices of Manhattan",40.765259,-73.963303,"201 E 65th St (3rd Ave), New York, NY 10065",New York,Lenox Hill,Doctor's Office
Independence Residences,40.687411,-73.863988,"9010 77th St, Woodhaven, NY 11421",Woodhaven,Cypress Hill,Doctor's Office
Jirina V Fishman,40.655005,-73.707353,"1 Ivy Pl, Valley Stream, NY 11581",Valley Stream,Rosedale,Doctor's Office
Bloom Thomas DDS,40.59627,-73.753931,"238 Beach 20th St, Far Rockaway, NY 11691",Far Rockaway,Far Rockaway,Doctor's Office
Emt Services,40.692241,-73.76581,"18025 Linden Blvd, Jamaica, NY 11434",Jamaica,St. Albans,Doctor's Office
Fishman CTR For Total Eye Care,40.732523,-73.866861,"9229 Queens Blvd, Rego Park, NY 11374",Rego Park,LeFrak City,Doctor's Office
Ambulance Network,40.659905,-74.207354,"10 S Spring St, Elizabeth, NJ 07201",Elizabeth,Mravlag Manor,Doctor's Office
Staten Island Orthopedics & Sports Medicine,40.591696,-74.101611,"1551 Richmond Rd, Staten Island, NY 10304",Staten Island,Dongan Hills,Doctor's Office
Core Physical Therapy,40.542959,-74.175785,"44 Jeanette Ave, Staten Island, NY 10312",Staten Island,Annadale,Doctor's Office
Remedi Day Spa,40.522609,-74.238907,"4906 Arthur Kill Rd, Staten Island, NY 10309",Staten Island,Harbor Terrace,Doctor's Office
Advantagecare Physicians,40.619726,-74.108528,"1050 Clove Rd, Staten Island, NY 10301",Staten Island,Silver Lake,Doctor's Office
Person Centered Care Service,40.613205,-74.123893,"1811 Victory Blvd, Staten Island, NY 10314",Staten Island,Castleton Corners,Doctor's Office
"Singh, Kuldeep Vascular Surgery at Staten Island University Hospital",40.583441,-74.0849,"501 Seaview Ave, Staten Island, NY 10305",Staten Island,Midland Beach,Doctor's Office
Holistic Mental Health,40.610174,-74.145238,"2460 Victory Blvd, Staten Island, NY 10314",Staten Island,Meiers Corners,Doctor's Office
Roccaro Gregory DVM,40.591508,-74.100645,"1564 Richmond Rd, Staten Island, NY 10304",Staten Island,Dongan Hills,Doctor's Office
Bay Street Animal Hospital,40.618465,-74.068922,"999 Bay St (at Lynhurst Ave), Staten Island, NY 10305",Staten Island,Rosebank,Doctor's Office
Interventional Pain Management Center,40.574051,-74.121985,"2537 Amboy Rd, Staten Island, NY 10306",Staten Island,New Dorp,Doctor's Office
North Shore Staten Island University Hospital,40.526933,-74.167876,"4855 Hylan Blvd, Staten Island, NY 10312",Staten Island,Huguenot,Doctor's Office
Staten Island Spine and Joint Rehabilitation Center,40.510341,-74.242534,"7378 Amboy Rd, Staten Island, NY 10307",Staten Island,Tottenville,Doctor's Office
Small World Dental,40.507969,-74.229867,"6795 Hylan Blvd, Staten Island, NY 10309",Staten Island,Point Breeze,Doctor's Office
Carteret Board Of Health,40.578624,-74.21955,"61 Cooke Ave, Carteret, NJ 07008",Carteret,Chrome,Doctor's Office
Life Works,40.54348,-74.144448,"3932 Hylan Blvd, Staten Island, NY 10308",Staten Island,Great Kills,Doctor's Office
CityMD Richmond Urgent Care - Staten Island,40.594008,-74.162446,"2187 Richmond Ave, Staten Island, NY 10314",Staten Island,New Springville,Doctor's Office
One Medical,40.71672,-74.009305,"25 Hudson St, New York, NY 10013",New York,City Hall Area,Doctor's Office
Universal Care Group,40.66487,-74.212762,"1139 E Jersey St, Elizabeth, NJ 07201",Elizabeth,Keighry Head,Doctor's Office
The Dermatology Specialists - Crown Heights,40.669346,-73.947997,"614 Eastern Pkwy, Brooklyn, NY 11225",Brooklyn,Crown Heights,Doctor's Office
X Collado Dental Center,40.679902,-73.860443,"10105 77th St, Ozone Park, NY 11416",Ozone Park,City Line,Doctor's Office
Medisys Health Network,40.693844,-73.781349,"11120 Merrick Blvd, Jamaica, NY 11433",Jamaica,St. Albans,Doctor's Office
TJH Medical Services PC,40.75506,-73.817111,"14601 45th Ave (Burling St.), Flushing, NY 11355",Flushing,Flushing,Doctor's Office
CityMD Auburndale Urgent Care - Queens,40.757579,-73.790209,"191-20 Northern Blvd, New York, NY 11358",New York,Bayside,Doctor's Office
Morris Heights Health Center,40.85473,-73.910348,"85 W Burnside Ave, Bronx, NY 10453",Bronx,Morris Heights,Doctor's Office
Davis Timicka Division of Plastic Surgery,40.841377,-73.94341,"161 Fort Washington Ave (5th Fl.), New York, NY 10032",New York,Uptown,Doctor's Office
New York Presbyterian Hospital Weill Cornell Medical Center,40.764536,-73.954013,"525 E 68th St (at York Ave), New York, NY 10065",New York,Lenox Hill,Doctor's Office
Precision Dental NYC: Dr. Alexander Bokser & Dr. Irene Bokser,40.769253,-73.926842,"2134 30th Ave, Astoria, NY 11102",Astoria,Astoria,Doctor's Office
The Brooklyn Hospital Center,40.690104,-73.977933,"121 Dekalb Ave (at Ashland Pl.), Brooklyn, NY 11201",Brooklyn,Clinton Hill,Doctor's Office
Paul Jay Cooper Mental Health,40.66279,-73.933141,"887A E New York Ave, Brooklyn, NY 11203",Brooklyn,Wingate,Doctor's Office
Park Slope Chiropractic,40.685317,-73.977528,"1 Hanson Pl, Brooklyn, NY 11243",Brooklyn,Fort Greene,Doctor's Office
JAG-ONE Physical Therapy,40.625991,-74.13467,"1351 Forest Ave, Staten Island, NY 10302",Staten Island,Westerleigh,Doctor's Office
Rogoff Jay H,40.582004,-73.838337,"11410 Beach Channel Dr, Rockaway Park, NY 11694",Rockaway Park,Boardwalk,Doctor's Office
Mandarin Optical,40.740724,-73.879213,"8327 Broadway, Elmhurst, NY 11373",Elmhurst,Elmhurst,Doctor's Office
Vision Gallery,40.573885,-74.106876,"2351 Hylan Blvd, Staten Island, NY 10306",Staten Island,New Dorp,Doctor's Office
Staten Island-Great Kills Psychological Services,40.534789,-74.218096,"401 Bloomingdale Rd, Staten Island, NY 10309",Staten Island,Pleasant Plains,Doctor's Office
Montefiore Medical Center,40.760879,-73.830073,"13620 38th Ave, Flushing, NY 11354",Flushing,Down Town Flushing,Doctor's Office
Brooklyn Eye And Vision Care,40.61909,-73.933266,"2074 Flatbush Ave, Brooklyn, NY 11234",Brooklyn,Flatlands,Doctor's Office
Inwood Animal Clinic,40.866352,-73.924446,"4846 Broadway (Acadamy), New York, NY 10034",New York,Fort George,Doctor's Office
Tend,40.754545,-73.97643,"230 Park Ave, New York, NY 10169",New York,East Side,Doctor's Office
Podiatrist,40.595894,-73.753874,"224 Beach 20th St, Far Rockaway, NY 11691",Far Rockaway,Far Rockaway,Doctor's Office
NYU Langone Preston Robert Tisch Center for Men's Health,40.761223,-73.972933,"555 Madison Ave (55th Street), New York, NY 10022",New York,East Side,Doctor's Office
Family Care Center,40.88083,-73.881331,"3444 Kossuth Ave (Gunhill Road & 210th Street), Bronx, NY 10467",Bronx,Norwood,Pediatrician
Pelham Parkway Dialysis Center,40.855577,-73.846693,"1400 Pelham Pkwy S, Bronx, NY 10461",Bronx,Pelham Parkway,Pediatrician
Dr Raja Ogirala Office,40.883074,-73.878173,"3563 Bainbridge Ave (Gunhill road), Bronx, NY 10467",Bronx,Norwood,Pediatrician
Mosholu Optical,40.882346,-73.881212,"3490 Jerome Ave (Gun Hill Road), Bronx, NY 10467",Bronx,Norwood,Pediatrician
Mercy Midwives Women's Health Center,40.866688,-73.884923,"2847 Webster Ave, Bronx, NY 10458",Bronx,Belmont,Pediatrician
Pjg Management Services,40.86061,-73.927074,"3 Sickles St, New York, NY 10040",New York,Fort George,Pediatrician
Gizzo Dental Lab,40.918661,-73.843899,"330 Locust St, Mount Vernon, NY 10550",Mount Vernon,Wakefield,Pediatrician
Our Lady of Mercy Dnt Clinic,40.895479,-73.860363,"4234 Bronx Blvd, Bronx, NY 10466",Bronx,Williamsbridge,Pediatrician
New York Cancer & Blood Specialists,40.860106,-73.84283,"2330 Eastchester Rd, Bronx, NY 10469",Bronx,Hillside,Pediatrician
Physicians Medical Rehabilitation Associates,40.852191,-73.829195,"3225 Westchester Ave, Bronx, NY 10461",Bronx,Hillside,Pediatrician
Josef Geldwert Dpm,40.86742,-73.825189,"2100 Bartow Ave, Bronx, NY 10475",Bronx,Coop City,Pediatrician
"Pinzon, Robin Dr-Riverdale Family Practice",40.879976,-73.907795,"3050 Corlear Ave (at 231st St.), Bronx, NY 10463",Bronx,Kings Bridge,Pediatrician
Eduardo Belandria,40.84948,-73.937287,"706 W 180th St, New York, NY 10033",New York,Fort George,Pediatrician
Davis Timicka Division of Plastic Surgery,40.841377,-73.94341,"161 Fort Washington Ave (5th Fl.), New York, NY 10032",New York,Uptown,Pediatrician
Your Bronx Dentist,40.87802,-73.879256,"3310 Bainbridge Ave, Bronx, NY 10467",Bronx,Norwood,Pediatrician
Triboro Center,40.831685,-73.911669,"1160 Teller Ave, Bronx, NY 10456",Bronx,East Concourse,Pediatrician
Sridevi Pinnamaneni,40.817379,-73.923771,"234 E 149th St, Bronx, NY 10451",Bronx,Patterson Houses,Pediatrician
Department Of Urology,40.841377,-73.94341,"161 Fort Washington Ave, New York, NY 10032",New York,Uptown,Pediatrician
"Iwamasa, Julia - Advantagecare Physicians Upper East Side Medical Office",40.78443,-73.948748,"215 E 95th St (Between 3rd and 2nd Ave.), New York, NY 10128",New York,Carnegie Hill,Pediatrician
"Mount Sinai, Department Of Dermatology",40.789201,-73.954046,"5 E 98th St, New York, NY 10029",New York,Carnegie Hill,Pediatrician
Francisco E Bautista Vitie MD,40.81748,-73.924037,"234 E 149th St, Bronx, NY 10451",Bronx,Patterson Houses,Pediatrician
Harlem Hospital Center,40.814409,-73.940059,"506 Malcolm X Blvd, New York, NY 10037",New York,Central Harlem,Pediatrician
Teperman Sheldon MD,40.84604,-73.845779,"1575 Blondell Ave, Bronx, NY 10461",Bronx,Westchester,Pediatrician
Kaseman Family Chiropractic,40.831207,-73.826387,"3505 E Tremont Ave, Bronx, NY 10465",Bronx,Schuvilerville,Pediatrician
Target Optical,40.783675,-73.833338,"13505 20th Ave, College Point, NY 11356",College Point,College Point,Pediatrician
Montesiore Medical Center-Plstc,40.845969,-73.846432,"1625 Poplar St, Bronx, NY 10461",Bronx,Westchester,Pediatrician
Jacobi Medical Center Maternity,40.857339,-73.847501,"1400 Pelham Pkwy S (Eastchester Rd & Morris Park Ave), Bronx, NY 10461",Bronx,Pelham Parkway,Pediatrician
Metro UrgiCare,40.834753,-73.858276,"1990 McGraw Ave, Bronx, NY 10462",Bronx,Parkchester,Pediatrician
Weiss & Chassen DDS,40.856603,-73.86135,"918 Pelham Pkwy S, Bronx, NY 10462",Bronx,Pelham Parkway,Pediatrician
Medina Emma MD,40.851057,-73.850206,"1165 Morris Park Ave, Bronx, NY 10461",Bronx,Pelham Parkway,Pediatrician
Bronx Medical Care Assoc PC,40.832337,-73.851451,"1217 Castle Hill Ave, Bronx, NY 10462",Bronx,Parkchester,Pediatrician
Ny Physical Therapy and Wellness,40.844466,-73.83977,"1250 Waters Pl, Bronx, NY 10461",Bronx,Westchester,Pediatrician
Bevilacqua Joseph J DDS,40.838295,-73.82931,"2975 Waterbury Ave, Bronx, NY 10461",Bronx,Unionport,Pediatrician
Bronx Park Womens Health,40.850551,-73.865593,"2016 Bronxdale Ave, Bronx, NY 10462",Bronx,Van Nest,Pediatrician
Liebling Ralph Md,40.845533,-73.846592,"1635 Poplar St, Bronx, NY 10461",Bronx,Westchester,Pediatrician
Herbert Irving Pavilion,40.840842,-73.943215,"161 Fort Washington Ave (at W 165th Street), New York, NY 10032",New York,Uptown,Pediatrician
Montefiore Medical Center Jack D. Weiler Hospital Emergency Department,40.849057,-73.846063,"Albert Einstein Hospital (1825 Eastchester Rd), Bronx, NY 10461",Bronx,Westchester,Pediatrician
Heritage Medical Supply,40.909143,-73.846139,"212 W 1st St, Mount Vernon, NY 10550",Mount Vernon,Wakefield,Pediatrician
Oral & Maxillofacial Surgery of Ocean Parkway,40.605545,-73.966409,"1777 Ocean Pkwy (at Kings Hwy), Brooklyn, NY 11223",Brooklyn,Gravesend,Pediatrician
Pediatric Ophthalmic Conslnts,40.631396,-73.986493,"1552 49th St, Brooklyn, NY 11219",Brooklyn,Kensington,Pediatrician
Tend,40.754545,-73.97643,"230 Park Ave, New York, NY 10169",New York,East Side,Pediatrician
JAG-ONE Physical Therapy,40.59961,-73.996613,"8718 Bay Pkwy, Brooklyn, NY 11214",Brooklyn,Bath Beach,Pediatrician
"Aizman Alexander, MD",40.589098,-73.949748,"2960 Ocean Ave, Brooklyn, NY 11235",Brooklyn,Sheepshead Bay,Pediatrician
City Wide Social Work & Psychological Services,40.580815,-73.966888,"2833 Ocean Pkwy, Brooklyn, NY 11235",Brooklyn,Brighton Beach,Pediatrician
Digestive Diseases Diagnostic & Treatment Center,40.607866,-73.980172,"214 Avenue P, Brooklyn, NY 11204",Brooklyn,Bensonhurst,Pediatrician
Rehabilitation Associates of Brooklyn,40.611374,-73.953913,"2072 Ocean Ave, Brooklyn, NY 11230",Brooklyn,Manhattan Terrace,Pediatrician
Center for Community Health at NewYork-Presbyterian Brooklyn Methodist Hospital,40.668043,-73.978424,"515 6th Ave, Brooklyn, NY 11215",Brooklyn,Park Slope,Pediatrician
Doshi Diagnostic Imaging,40.619063,-73.916061,"6309 Mill Ln (64th & 65th Streets), Brooklyn, NY 11234",Brooklyn,Georgetown,Pediatrician
"Lew, Mark Dr - Mark B Lew, Md Pediatric Center",40.633552,-73.950502,"2704 Glenwood Rd, Brooklyn, NY 11210",Brooklyn,Flatbush,Pediatrician
Motion Physical Therapy,40.655908,-73.950707,"672 Parkside Ave (Nostrand Ave), Brooklyn, NY 11226",Brooklyn,Prospect,Pediatrician
Northside Veterinary Clinic,40.715607,-73.962037,"233 Berry St (N 1st St.), Brooklyn, NY 11249",Brooklyn,South Side,Pediatrician
Barclays Center - Modell's Vaccination Pop-Up,40.683746,-73.97764,"140 Flatbush Ave (Atlantic Avenue), Brooklyn, NY 11217",Brooklyn,Boerum Hill,Pediatrician
"MedRite Urgent Care, Clinton Hill",40.693322,-73.964578,"504 Myrtle Ave (Ryerson), Brooklyn, NY 11205",Brooklyn,Clinton Hill,Pediatrician
CityMD Prospect Heights Urgent Care - Brooklyn,40.678202,-73.9735,"288 Flatbush Ave (7th Ave), Brooklyn, NY 11217",Brooklyn,Fort Greene,Pediatrician
NewYork-Presbyterian Brooklyn Methodist Hospital,40.667859,-73.979245,"506 6th St (7th Ave.), Brooklyn, NY 11215",Brooklyn,Park Slope,Pediatrician
Cobble Hill Acupuncture,40.690147,-73.996256,"113A Pacific St, Brooklyn, NY 11201",Brooklyn,Brooklyn Heights,Pediatrician
Mount Sinai Doctors Brooklyn Heights,40.695084,-73.991171,"300 Cadman Plz W (Pierrepont), Brooklyn, NY 11201",Brooklyn,Brooklyn Heights,Pediatrician
Tribeca Pediatrics,40.66021,-73.99499,"5TH Ave (23rd And 24th), Brooklyn, NY 11232",Brooklyn,South Brooklyn,Pediatrician
Dental Artes,40.703186,-73.90802,"681 Seneca Ave, Ridgewood, NY 11385",Ridgewood,Fresh Pond,Pediatrician
Linden Village Chiropractic Center,40.667114,-73.852696,"15144 82nd St, Howard Beach, NY 11414",Howard Beach,Lidenwood,Pediatrician
"COVID-19 Walk-In Testing Center, Gotham Health",40.627885,-73.965561,"1223 Coney Island Ave, Brooklyn, NY 11230",Brooklyn,Fiske Terrace,Pediatrician
Zak Oksana Flatlands Dental Care Brooklyn,40.634304,-73.914195,"7806 Flatlands Ave, Brooklyn, NY 11236",Brooklyn,Georgetown,Pediatrician
Irina Berlin Medical PC,40.575991,-73.970095,"3080 W 1st St, Brooklyn, NY 11224",Brooklyn,Brighton Beach,Pediatrician
White G,40.583182,-73.954967,"13 Neptune Ave, Brooklyn, NY 11235",Brooklyn,Brighton Beach,Pediatrician
TRi Physical Therapy of Brooklyn,40.601592,-73.961205,"2279 Coney Island Ave, Brooklyn, NY 11223",Brooklyn,Gravesend,Pediatrician
NYU Langone Ambulatory Care Bay Ridge,40.635889,-74.023271,"6740 4th Ave (Senator St.), Brooklyn, NY 11220",Brooklyn,Bayridge,Pediatrician
Doshi Diagnostic Imaging Service,40.636716,-74.012759,"667 61st St, Brooklyn, NY 11220",Brooklyn,Bayridge,Pediatrician
Concept Sharpening / Steve's Sharpening Service,40.610448,-73.911905,"2248 E 59th Pl, New York, NY 11234",New York,Mill Island,Pediatrician
Mind your health,40.615294,-73.958381,"1417 E 16th St, Brooklyn, NY 11230",Brooklyn,Manhattan Terrace,Pediatrician
SPEAR Physical Therapy,40.674465,-73.976145,"794 Union St, Brooklyn, NY 11215",Brooklyn,Park Slope,Pediatrician
Dr Daniel S. Rubinshtein,40.609342,-73.997213,"1872 80th St, Brooklyn, NY 11214",Brooklyn,New Utrecht,Pediatrician
Pediatrics Associates,40.67602,-73.970374,"20 Plaza St E (Vanderbilt), Brooklyn, NY 11238",Brooklyn,Park Slope,Pediatrician
Garden Dental Arts,40.683078,-73.96658,"511 Clinton Ave, Brooklyn, NY 11238",Brooklyn,Adelphi,Pediatrician
Be Well Primary Health Care Center,40.636155,-73.947857,"2019 Nostrand Ave, Brooklyn, NY 11210",Brooklyn,East Flatbush,Pediatrician
Bed Stuy Acupuncture & Massage Therapy,40.687499,-73.954538,"1069 Bedford Ave (Lexington Ave), Brooklyn, NY 11216",Brooklyn,Bedford,Pediatrician
First Class Medical Pc,40.698383,-73.833722,"8715 115th St, New York, NY 11418",New York,Richmond Hill,Pediatrician
Positive Life,40.592683,-73.925241,"2726 Gerritsen Ave, Brooklyn, NY 11229",Brooklyn,Gerritsen,Pediatrician
"Chiu, Gregorio Dr - Advantagecare Physicians Kings Highway Medical Office",40.604736,-73.942386,"3245 Nostrand Ave (at Avenue S), Brooklyn, NY 11229",Brooklyn,Sheepshead Bay,Pediatrician
Gouverneur Health,40.713015,-73.988166,"227 Madison St (btw Clinton & Jefferson St), New York, NY 10002",New York,Downtown,Pediatrician
Mount Sinai Beth Israel Hospital Emergency Department,40.733331,-73.982851,"10 Nathan D Perlman Pl (At 1st Ave), New York, NY 10003",New York,East Village,Pediatrician
Mount Sinai Doctors Midwood,40.617795,-73.943451,"3131 Kings Hwy, Brooklyn, NY 11234",Brooklyn,Manhattan Terrace,Pediatrician
Maimonides Cancer Center,40.633835,-74.011686,"6300 8th Ave, Brooklyn, NY 11220",Brooklyn,Bayridge,Pediatrician
"Vassallo, Milo Dr-ENT & Allergy Associates",40.69653,-73.991534,"300 Cadman Plz W (Clark St), Brooklyn, NY 11201",Brooklyn,Brooklyn Heights,Pediatrician
Zappala Cirino PhD,40.868871,-73.917054,"5030 Broadway, New York, NY 10034",New York,Inwood,Pediatrician
Essen Medical Associates,40.845846,-73.921524,"1550 Dr Martin L King Jr Blvd, New York, NY 10452",New York,Morris Heights,Pediatrician
EYEPIC Harlem Eye Care,40.796748,-73.938247,"2249 2nd Ave, New York, NY 10029",New York,Spanish Harlem,Pediatrician
Russ Berrie Medical Science Pavilion,40.840405,-73.939347,"1150 Saint Nicholas Ave (at W 168th St), New York, NY 10032",New York,Uptown,Pediatrician
Mount Sinai Morningside Main Hospital Entrance,40.805632,-73.961413,"1111 Amsterdam Ave (at West 114th St.), New York, NY 10025",New York,Harlem,Pediatrician
